dialogue,emotion
 Who's your manager ? Tell me ! Would you ? ,anger
 Thank you . I never can find my way around this store . ,joy
 No big deal . I'll do it for you . ,joy
" Okay , thanks a lot . ",joy
 You're welcome . ,joy
" It ' s an Indian restaurant ! I know you have never had Indian food , so I thought you might want to try . ",joy
 That sounds great ! I am craving some type of beef dish . ,joy
 Sounds good ! I have always heard that Indian spices give a rich flavor to food . ,joy
" They have a good variety of vegetable-based dishes like talak panter , vegetable samosas or daal . ",joy
 It all sounds exquisite ! I can ' t wait ! ,joy
" Yes , that's fine . I'll take it . Can I pay by check ? ",joy
" Oh , My God ! So much ! ",other
 That's fantastic . I think I like this one . ,joy
" Sorry , darling , I forgot . ",sadness
"The boss had an informal discussion with me this morning , I feel really down . ",sadness
" Well , actually I failed to meet a deadline last week and I forgot to answer an e-mail for a VIP customer yesterday . ",sadness
" Yes , everything . I feel overwhelmed by the daily work . Sometimes , I just can ’ t focus on what I am doing . What is worse , though I make plans for a whole week , I always have to make changes later on because other things come up . I can ’ t manage my time well . I can ’ t handle work well . I am afraid I was screw up more things . ",sadness
"Oh , no ! My stub ! I can't believe it — I flushed it down the toilet ! ",other
"Oh , there is something wrong with my car . ",other
 And the bank will offer you loans for twenty years ! ,joy
 That ’ s pretty chilly for the summer ! Will it rain on Saturday ? ,joy
 That certainly sounds like a dreary Saturday . ,sadness
" Thanks John , and there you have it ! Looks like it ’ s a weekend to stay at home ! ",joy
 Thank you . ,joy
 Why ? I work very hard . ,other
Thank you for coming so quickly . ,joy
" It looks too big for you , but I like the color and the material is good quality . Is it on sale ? ",joy
" There . It looks great , don ’ t you think ? I ’ m going to get these jeans as well . I need a new pair . I need a new pair . I ‘ m also going to buy this scarf ready for winter . ",joy
 Thanks ! Now I don ’ t need to come back to the shop a second time . ,joy
" Oh , how annoying ! ",anger
 Is's infuriating ! I have to be in Rome by five . ,anger
 I should not have listened to you . ,sadness
 I really thought this was our stop . ,sadness
 Thanks . ,joy
" Oh . I like this one . I have been looking for this color and design . Please wrap it for me , and I ’ ll take it . ",joy
" Oh , thanks a lot . ",joy
" Never mind , it doesn't matter . ",joy
 I really like Caesar salads . ,joy
 Caesar salads are pretty good . ,joy
 That sounds really tasty . ,joy
" In that case , I don't think I'll buy one here . ",sadness
 I've told you a thousand times . I don't want to go in the Haunted House.It ' s too scary ! ,other
" I am sorry , sir . All the tables have been booked . ",sadness
 what a pity . ,sadness
 OK . ,joy
" Oh , really ? Isn't this spot C408 ? ",other
" I'm sorry , I must have been confused . I had thought it's C section , but actually it's D section . I'll move my car right away . ",sadness
 It's no big deal . Thank you . ,joy
" Oh , I think I should try to read one . ",joy
 What ? But it is my favorite piece of clothing . ,other
 Well . Can you tell me how much you have deposited ? ,sadness
 Thank goodness . It is still there . Thank you very much . ,joy
 This apartment looks nice . ,joy
" This apartment is nice , but I'd like to find a cheaper one . ",joy
Home at last . Tonight we have a lot of homework though . ,joy
 That's very good advice ! ,joy
" Fine , thanks.And you ? ",joy
" Very well , thanks . ",joy
" Really ? Wow , it is great . ",other
 I suppose so . It's great . ,joy
 I'm glad you like it . ,joy
" Sorry , I didn ’ t prepare this . ",sadness
 that ’ s a good idea . You have a lot of good fashion sense . ,joy
" thanks . You ’ d be ok on your own . There are loads of fashion victims out there , and you are not one of them . Have you tried it on yet ? ",joy
 that looks great . Just one more thing---you need some high heels with those jeans . Do you want a pair with a plain pattern or ones with a leopard print on them ? ,joy
 it ’ s too bad I did all that shopping yesterday ! ,sadness
 I have trouble understanding all these forms ... but I'm sure I'll get it . ,joy
" Thanks for tucking me , Mom . ",joy
" Ah , thanks . ",other
 Thank you.How much is it ? ,joy
" Are you sure ? Then , I will have more beer , please . ",other
" Sure , if you're done ! ",joy
 I knew there would be a catch ! ,sadness
" Except housework , that is . ",sadness
" certainly , i love waltz very much . ",joy
This broth is wonderful . What's in it ? ,joy
 Lamb and beef . It will get even tastier when we add the veggies ! ,joy
 So ? ,other
" Well , you made a good choice . Coming to us , I mean.We have a full range of products from cosmetics to skin cleansers and moisturizers . ",joy
 Wow ! That's expensive . ,other
 Thank you . ,joy
 It ’ s ok . I ’ ll call her back latter . Thank you . ,joy
 You ’ re welcome . ,joy
 I'm glad that we've settled the price . ,joy
 Thank you very much . ,joy
 Sure . I ’ Ve never seen a dragon boat race . ,joy
 Really ? I think you ’ ll love it . ,joy
 Of course . It's the best one I have here---and it's only 300 yuan . ,joy
" Oh , it's really nice , but to tell the truth , that's far too expensive . ",other
 Really ? Even for such an excellent one ? ,other
 I ’ m glad you finally agree . ,joy
 OK . I know what to do now . Thank you . ,joy
 Great . ,joy
" Sorry , no . We only take MasterCard or Visa . ",sadness
" Alright . Thank you . Yes , it seems to be working fine . Your total is $ 199.00 , sign here , please . ",joy
 Sure . ,joy
" Here you go , and here ’ s your receipt . Have a nice day . ",joy
" Thanks . You have a good one , too . ",joy
 Is that true ? I can't believe it . There are always some meetings in this company . ,other
" No , I'm afraid we'll have to cancel the order . I'm not sure whether it agrees with me . ",sadness
 I'm sorry.It ' s out of season now . ,joy
 Thank you very much . I have been looking for it for a long time . Is this the latest edition ? ,joy
" A little bit expensive , but I will buy one . This is $ 25 , here you are . ",joy
" Good choice ! Our ground beef is extra lean , if you know what I mean . ",joy
 Yes ! It ’ s very fine meat ! Made it myself ... ,joy
" Sounds good . Okay , that ’ s it . ",joy
 That's not fair ! ,anger
" Sure , that sounds good . ",joy
 Great ! Would you like your second pizza to be these as the first ? ,joy
" Okay , thin crust . Your total is $ 21.50 and yourorder will arrive in thirty minutes or it ’ s free ! ",joy
 Perfect . Thank you . Bye ... ,joy
 Wow ! This was a lot easier than I thought ! ,joy
 It sounds good . I'll try it . ,joy
 OK . I'll be back soon . ,joy
" Good-bye , and thank you for shopping here . ",joy
 Thanks for your help . ,joy
 I've always got room for something sweet ! ,joy
 that sounds good . I'm going to start with an Italian tiramisu . ,joy
 do you want to try some of my yogurt . It's a favorite everyday dessert in Greece . ,joy
" it's nice , but it's rather plain . Do you want to try my tiramisu ? ",joy
 sure . I'll just have a bite . ,joy
 it's absolutely delicious ! That is the best tiramisu I've ever had ! ,joy
 I'm glad you like it . I don't care for it . Why don't you finish my tiramisu so that I can try one of those fried bananas ? ,joy
" yeah , why not ? We've already pigged out as it is ! ",joy
" Oh , I see . Thank you . ",joy
"Thank you for coming tonight , Mrs . Webber . As a teacher , it's great seeing the kid's parents assist our parent-teacher conference night . ",joy
 Of course ! I am very interested to know how my child is doing and also get some insight from you as to how he can improve . ,joy
" Well Allen is a great student . He is a hard worker and very well behaved , however he does struggle a bit with math . ",joy
 Thanks a lot ! I will definitely do that . Is there anything else ? ,joy
 Sure . ,joy
 That's very kind of you . Thank you . Er ... have you got a pencil ? ,joy
 I have had a good stay here . Your service is wonderful . I'm very satisfied with it . ,joy
 Thank you for your compliments . You're welcome to our hotel again . ,joy
" OK , I will . ",joy
 What ? ,other
" Darling , I know you are a good husband . You don't have to work so hard . After all your health is the most important . ",joy
" Really ? In that case , could I have the number of the Service Centre please ? ",other
 That's good to know . Thanks . ,joy
 That sounds good ! Please bring me one of those . ,joy
" I would like my margarita with no salt , thank you . ",joy
 Thanks . That'll be OK . ,joy
" Oh , it's beautiful . ",joy
 I'm afraid we have to wait for the next bus . ,sadness
 We have to wait six more minutes ! ,anger
 You're so kind . ,joy
 That's a good idea.We haven't been there for ages . ,joy
 Until 8 o'clock madam . We are looking forward to seeing you . ,joy
You bet it is . And we got four thousand for our car space ! Awesome ! ,joy
 Let's play some music ! I feel like dancing . ,joy
 That's just what was running through my mind . Moonlight and dancing . ,joy
 Ahh ! Now that's more like it . Atmosphere ! ,joy
" Come on baby , let's dance ! ",joy
 Oops ! It's the landlord . I guess the tables have turned now . We're the noisy neighbors . Turn it down ! ,other
"Sorry , honey , something has cropped up again . I have to deal with it . Perhaps I will go to back home till very late . ",sadness
 That's a good idea . ,joy
 What do you mean ? ,other
 Thank you for the information . ,joy
 Don't mention it . ,joy
" Todd , good to hear from you ! ",joy
 I just wanted to tell you what a great time I had with you at the movies last week . ,joy
" Me too , Todd ! Thanks for suggesting that great movie . ",joy
 I also enjoyed it and was wondering if you would like to go for a hike in the mountains with me on Saturday . ,joy
 Thank you . ,joy
 That's really cheap . I will take it . ,joy
 Sure . Here you are . ,joy
 I really love this kind of atmosphere . ,joy
 That's not a problem . I'll pop in later today to make a formal request . Thanks ! ,joy
 Really ? Well . Ok . Get the receipts out . ,other
 Thank you vary much . ,joy
I ’ m so frustrated ! ,other
" Eventually I did get to a real person . I found out the closing time , but by then the store had already closed ! ",other
 Really ? I hope it hasn ’ t left without me . ,other
 OK . Thanks . ,joy
 Bye bye . ,joy
 Thank you . Could you tell me the specials today ? ,joy
" Yes , and the food was horrible ! ",other
 I just thought I would ask . ,other
